Time(Seconds),Length(Seconds),Label(string),Confidence(double)
0.9,0.1,cough,0.9936295350182246
1.0,0.1,cough,0.9172935446368636
1.1,0.1,cough,0.8857372223184414
1.8,0.1,cough,0.9727491674684905
1.9000000000000001,0.1,cough,0.8864584519516729
3.6,0.1,cough,0.9999944937521205
3.7,0.1,cough,0.8159668764358854
4.5,0.1,cough,0.8794108987871012
